,locations,timeOfDay,stayTime,locationType,placeID,randomized_stay_time,,openHours,parking,diner
3508,Kelaniya Raja Maha Viharaya,Night,120,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,120.8722131372214,,,,
3078,Kelaniya Raja Maha Viharaya,Morning,120,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,117.94870737211652,,,,
2368,Kelaniya Raja Maha Viharaya,Morning,90,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,99.82682569785293,,,,
3066,Kelaniya Raja Maha Viharaya,Night,120,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,103.10448037825995,,,,
2264,Kelaniya Raja Maha Viharaya,Night,90,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,109.35405173373216,,,,
2669,Kelaniya Raja Maha Viharaya,Night,90,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,94.39984539475643,,,,
3632,Kelaniya Raja Maha Viharaya,Night,120,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,103.10189669362032,,,,
1650,Kelaniya Raja Maha Viharaya,Night,60,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,58.88449907782943,,,,
273,Kelaniya Raja Maha Viharaya,Morning,60,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,65.58012480661307,,,,
1472,Kelaniya Raja Maha Viharaya,Morning,60,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,52.26316584785852,,,,
765,Kelaniya Raja Maha Viharaya,Evening,60,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,54.022390044586864,,,,
274,Kelaniya Raja Maha Viharaya,Evening,45,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,38.77813686922337,,,,
275,Kelaniya Raja Maha Viharaya,Night,60,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,66.30918012750092,,,,
749,Kelaniya Raja Maha Viharaya,Night,200,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,207.64303681398232,,,,
1457,Kelaniya Raja Maha Viharaya,Morning,45,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,41.72520230097217,,,,
1152,Kelaniya Raja Maha Viharaya,Evening,60,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,53.487105167607645,,,,
1153,Kelaniya Raja Maha Viharaya,Night,60,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,38.139639387125094,,,,
306,Kelaniya Raja Maha Viharaya,Morning,200,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,197.60341541916554,,,,
307,Kelaniya Raja Maha Viharaya,Evening,200,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,190.76376492741136,,,,
308,Kelaniya Raja Maha Viharaya,Night,120,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,126.83246904333683,,,,
1451,Kelaniya Raja Maha Viharaya,Night,120,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,110.07392976293104,,,,
1450,Kelaniya Raja Maha Viharaya,Evening,120,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,109.92917384394028,,,,
339,Kelaniya Raja Maha Viharaya,Morning,120,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,111.74278450732206,,,,
1164,Kelaniya Raja Maha Viharaya,Morning,60,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,75.22011812596101,,,,
340,Kelaniya Raja Maha Viharaya,Evening,45,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,60.524397982296385,,,,
1473,Kelaniya Raja Maha Viharaya,Evening,60,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,62.13088536139029,,,,
1134,Kelaniya Raja Maha Viharaya,Night,45,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,49.27018208603805,,,,
1474,Kelaniya Raja Maha Viharaya,Night,200,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,198.88841890769555,,,,
787,Kelaniya Raja Maha Viharaya,Morning,45,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,32.34083767229256,,,,
1050,Kelaniya Raja Maha Viharaya,Evening,60,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,67.10397437427868,,,,
110,Kelaniya Raja Maha Viharaya,Night,60,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,58.47102950526569,,,,
1051,Kelaniya Raja Maha Viharaya,Night,60,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,63.17006289443081,,,,
150,Kelaniya Raja Maha Viharaya,Morning,60,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,71.70503303997084,,,,
151,Kelaniya Raja Maha Viharaya,Evening,45,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,53.66746009551072,,,,
152,Kelaniya Raja Maha Viharaya,Night,45,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,53.38549197676707,,,,
1526,Kelaniya Raja Maha Viharaya,Evening,45,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,56.61744813559398,,,,
1525,Kelaniya Raja Maha Viharaya,Morning,45,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,37.73336012759694,,,,
1165,Kelaniya Raja Maha Viharaya,Evening,120,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,111.85249732716801,,,,
192,Kelaniya Raja Maha Viharaya,Morning,45,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,38.633905716016656,,,,
194,Kelaniya Raja Maha Viharaya,Night,45,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,43.74751249760261,,,,
820,Kelaniya Raja Maha Viharaya,Night,60,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,61.45655817780533,,,,
819,Kelaniya Raja Maha Viharaya,Evening,60,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,63.67284382001964,,,,
818,Kelaniya Raja Maha Viharaya,Morning,60,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,60.72248534854492,,,,
234,Kelaniya Raja Maha Viharaya,Morning,60,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,47.80115615900541,,,,
235,Kelaniya Raja Maha Viharaya,Evening,60,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,75.84828885465626,,,,
236,Kelaniya Raja Maha Viharaya,Night,45,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,59.97669062827853,,,,
788,Kelaniya Raja Maha Viharaya,Night,60,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,48.40697941091079,,,,
193,Kelaniya Raja Maha Viharaya,Evening,45,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,38.65261853053209,,,,
109,Kelaniya Raja Maha Viharaya,Evening,45,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,37.64726516994958,,,,
1166,Kelaniya Raja Maha Viharaya,Night,120,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,110.2380035511869,,,,
739,Kelaniya Raja Maha Viharaya,Night,45,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,36.93653429917503,,,,
456,Kelaniya Raja Maha Viharaya,Night,200,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,218.84865892253057,,,,
1328,Kelaniya Raja Maha Viharaya,Night,45,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,55.90418822557814,,,,
1327,Kelaniya Raja Maha Viharaya,Evening,60,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,59.24824044209849,,,,
1326,Kelaniya Raja Maha Viharaya,Morning,60,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,63.05165973558391,,,,
1258,Kelaniya Raja Maha Viharaya,Morning,60,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,58.696206012506956,,,,
504,Kelaniya Raja Maha Viharaya,Evening,60,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,52.372732514926184,,,,
1259,Kelaniya Raja Maha Viharaya,Evening,45,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,27.089821398705546,,,,
601,Kelaniya Raja Maha Viharaya,Evening,120,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,97.83345482141841,,,,
591,Kelaniya Raja Maha Viharaya,Night,120,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,97.04304722,,,,
590,Kelaniya Raja Maha Viharaya,Evening,60,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,56.13611690964859,,,,
522,Kelaniya Raja Maha Viharaya,Morning,120,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,106.63730872000296,,,,
523,Kelaniya Raja Maha Viharaya,Evening,200,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,197.38218897067426,,,,
524,Kelaniya Raja Maha Viharaya,Night,45,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,67.12256797459146,,,,
589,Kelaniya Raja Maha Viharaya,Morning,120,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,126.96629093045757,,,,
1298,Kelaniya Raja Maha Viharaya,Night,45,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,41.370382561194276,,,,
1297,Kelaniya Raja Maha Viharaya,Evening,45,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,47.01473857236445,,,,
1296,Kelaniya Raja Maha Viharaya,Morning,45,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,54.50507507967506,,,,
455,Kelaniya Raja Maha Viharaya,Evening,60,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,66.92130771362254,,,,
454,Kelaniya Raja Maha Viharaya,Morning,200,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,197.16238970453406,,,,
664,Kelaniya Raja Maha Viharaya,Morning,120,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,112.82425012417582,,,,
665,Kelaniya Raja Maha Viharaya,Evening,60,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,63.74322113522872,,,,
1432,Kelaniya Raja Maha Viharaya,Evening,60,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,53.90451337008483,,,,
1431,Kelaniya Raja Maha Viharaya,Morning,60,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,69.92068522879353,,,,
738,Kelaniya Raja Maha Viharaya,Evening,45,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,51.10044592429596,,,,
737,Kelaniya Raja Maha Viharaya,Morning,45,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,35.76596087551177,,,,
370,Kelaniya Raja Maha Viharaya,Morning,60,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,79.99741982775485,,,,
371,Kelaniya Raja Maha Viharaya,Evening,120,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,139.59832028608287,,,,
372,Kelaniya Raja Maha Viharaya,Night,45,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,40.28878471142095,,,,
1390,Kelaniya Raja Maha Viharaya,Morning,60,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,64.99983162995376,,,,
341,Kelaniya Raja Maha Viharaya,Night,60,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,45.34543374683386,,,,
404,Kelaniya Raja Maha Viharaya,Evening,45,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,36.49573300584507,,,,
666,Kelaniya Raja Maha Viharaya,Night,60,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,78.34147076097776,,,,
419,Kelaniya Raja Maha Viharaya,Morning,60,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,39.58851408387334,,,,
1234,Kelaniya Raja Maha Viharaya,Morning,60,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,57.16688313462143,,,,
1235,Kelaniya Raja Maha Viharaya,Evening,60,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,36.21217935238083,,,,
1236,Kelaniya Raja Maha Viharaya,Night,60,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,53.942367016899084,,,,
1369,Kelaniya Raja Maha Viharaya,Night,60,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,43.094447062901615,,,,
1368,Kelaniya Raja Maha Viharaya,Evening,60,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,66.81558414055414,,,,
1367,Kelaniya Raja Maha Viharaya,Morning,60,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,44.08640585221636,,,,
405,Kelaniya Raja Maha Viharaya,Night,60,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,58.743340201799825,,,,
108,Kelaniya Raja Maha Viharaya,Morning,60,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,68.36698506315943,,,,
771,Kelaniya Raja Maha Viharaya,Evening,45,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,44.252670932369696,,,,
66,Kelaniya Raja Maha Viharaya,Morning,60,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,68.74126527868404,,,,
1595,Kelaniya Raja Maha Viharaya,Morning,60,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,53.43844908343759,,,,
1627,Kelaniya Raja Maha Viharaya,Morning,45,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,37.199083645892756,,,,
1628,Kelaniya Raja Maha Viharaya,Evening,45,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,47.594210630349835,,,,
1596,Kelaniya Raja Maha Viharaya,Evening,60,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,65.7215629,,,,
26,Kelaniya Raja Maha Viharaya,Night,60,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,50.47699811227104,,,,
907,Kelaniya Raja Maha Viharaya,Morning,45,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,60.87813597292015,,,,
1597,Kelaniya Raja Maha Viharaya,Night,60,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,60.50751198366175,,,,
68,Kelaniya Raja Maha Viharaya,Night,60,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,57.75628183842948,,,,
908,Kelaniya Raja Maha Viharaya,Evening,45,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,39.37558824594377,,,,
24,Kelaniya Raja Maha Viharaya,Morning,120,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,117.2969098449155,,,,
25,Kelaniya Raja Maha Viharaya,Evening,60,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,54.157581945522125,,,,
1629,Kelaniya Raja Maha Viharaya,Night,45,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,20.44512081544874,,,,
909,Kelaniya Raja Maha Viharaya,Night,45,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,34.158662994551534,,,,
67,Kelaniya Raja Maha Viharaya,Evening,60,Religious Site,ChIJZRPdHihY4joRRH3j8j-i36Y,47.109871794899384,,,,
3344,Lotus Tower,Night,120,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,124.18372305198562,,,,
2048,Lotus Tower,Night,180,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,178.7485518583964,,,,
1482,Lotus Tower,Evening,60,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,49.81697269130136,,,,
1481,Lotus Tower,Morning,45,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,48.20451069,,,,
1442,Lotus Tower,Night,120,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,118.70222708658673,,,,
1683,Lotus Tower,Night,150,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,149.12623584141917,,,,
3095,Lotus Tower,Morning,120,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,108.93663644903202,,,,
3325,Lotus Tower,Night,120,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,114.82590812870087,,,,
246,Lotus Tower,Morning,45,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,40.99876578843809,,,,
247,Lotus Tower,Evening,45,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,38.92300777666358,,,,
248,Lotus Tower,Night,45,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,46.92045725814014,,,,
3343,Lotus Tower,Evening,120,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,136.2267139223952,,,,
3555,Lotus Tower,Evening,120,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,118.52482755543839,,,,
1964,Lotus Tower,Night,180,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,193.58753172712542,,,,
1639,Lotus Tower,Morning,45,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,41.682100449998366,,,,
831,Lotus Tower,Evening,200,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,187.35915100498266,,,,
204,Lotus Tower,Morning,60,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,59.17084177171113,,,,
830,Lotus Tower,Morning,200,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,198.7932679380101,,,,
3389,Lotus Tower,Night,120,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,121.52705301309578,,,,
3388,Lotus Tower,Evening,120,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,119.8751112897471,,,,
2185,Lotus Tower,Night,180,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,180.38327584849702,,,,
205,Lotus Tower,Evening,60,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,63.56741581121738,,,,
2200,Lotus Tower,Night,180,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,166.87099765420518,,,,
206,Lotus Tower,Night,45,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,53.47557782,,,,
2678,Lotus Tower,Evening,90,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,77.62542013695702,,,,
2679,Lotus Tower,Night,90,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,80.83326617525856,,,,
3371,Lotus Tower,Night,120,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,105.54361241015141,,,,
3370,Lotus Tower,Evening,120,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,128.5151133315354,,,,
462,Lotus Tower,Evening,200,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,201.6256079,,,,
3081,Lotus Tower,Morning,120,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,120.20879138748842,,,,
1640,Lotus Tower,Evening,60,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,66.80469215846706,,,,
1504,Lotus Tower,Night,60,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,73.77846840987549,,,,
1889,Lotus Tower,Night,150,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,162.71621508727105,,,,
413,Lotus Tower,Evening,45,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,39.33362090362919,,,,
1373,Lotus Tower,Night,120,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,127.83050885187849,,,,
37,Lotus Tower,Evening,120,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,105.54617369373629,,,,
315,Lotus Tower,Morning,45,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,47.14716443209699,,,,
316,Lotus Tower,Evening,45,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,41.56056810489074,,,,
317,Lotus Tower,Night,45,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,54.96833561960895,,,,
38,Lotus Tower,Night,200,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,212.51215873035576,,,,
2774,Lotus Tower,Morning,90,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,81.52762049109361,,,,
2775,Lotus Tower,Evening,90,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,101.16728650189174,,,,
1441,Lotus Tower,Evening,60,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,42.114930081032995,,,,
2286,Lotus Tower,Morning,90,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,96.79217229070761,,,,
2776,Lotus Tower,Night,90,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,96.84182058305022,,,,
1946,Lotus Tower,Morning,180,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,170.14235748963728,,,,
1947,Lotus Tower,Evening,180,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,194.69006956980576,,,,
719,Lotus Tower,Morning,45,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,52.054028847374376,,,,
720,Lotus Tower,Evening,45,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,38.63264882222811,,,,
1440,Lotus Tower,Morning,120,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,135.59523453547416,,,,
721,Lotus Tower,Night,45,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,40.960130994559556,,,,
2268,Lotus Tower,Evening,90,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,98.62788346269139,,,,
36,Lotus Tower,Morning,120,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,125.87490564677472,,,,
2857,Lotus Tower,Night,90,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,93.22337439,,,,
2252,Lotus Tower,Night,90,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,97.11846486129039,,,,
938,Lotus Tower,Night,60,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,69.09652405126315,,,,
2845,Lotus Tower,Evening,90,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,85.39866747746632,,,,
832,Lotus Tower,Night,200,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,201.45617154991413,,,,
412,Lotus Tower,Morning,60,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,78.94762592444802,,,,
562,Lotus Tower,Night,120,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,124.07296299406421,,,,
1903,Lotus Tower,Morning,150,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,138.3960479002251,,,,
1904,Lotus Tower,Night,150,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,147.1124675,,,,
3567,Lotus Tower,Night,120,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,113.38623788454345,,,,
2013,Lotus Tower,Evening,180,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,182.9582736068817,,,,
3293,Lotus Tower,Evening,120,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,120.88116103480525,,,,
3292,Lotus Tower,Morning,120,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,120.55442371508433,,,,
2829,Lotus Tower,Evening,90,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,86.48335741186811,,,,
2300,Lotus Tower,Evening,90,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,66.19204246963587,,,,
1919,Lotus Tower,Night,150,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,128.9138272648027,,,,
2299,Lotus Tower,Morning,90,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,89.45206205,,,,
379,Lotus Tower,Evening,120,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,108.19508839772139,,,,
937,Lotus Tower,Evening,45,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,39.764413268465084,,,,
378,Lotus Tower,Morning,60,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,68.91931367491048,,,,
2251,Lotus Tower,Morning,90,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,108.39871371655012,,,,
2661,Lotus Tower,Night,90,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,80.20064893956851,,,,
1641,Lotus Tower,Night,60,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,43.30259287,,,,
78,Lotus Tower,Morning,60,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,64.90397037,,,,
1308,Lotus Tower,Morning,45,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,44.38767295095999,,,,
3628,Lotus Tower,Evening,120,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,113.09093304781307,,,,
80,Lotus Tower,Night,60,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,62.70186368662569,,,,
2633,Lotus Tower,Evening,90,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,94.15304896317384,,,,
3539,Lotus Tower,Evening,120,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,123.98724685463155,,,,
1309,Lotus Tower,Evening,45,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,42.69041131715021,,,,
79,Lotus Tower,Evening,45,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,37.23505320091569,,,,
2634,Lotus Tower,Night,90,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,92.86005801016687,,,,
2385,Lotus Tower,Morning,90,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,80.74871821531009,,,,
162,Lotus Tower,Morning,60,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,65.73092109462914,,,,
986,Lotus Tower,Evening,60,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,70.98929267061645,,,,
3629,Lotus Tower,Night,120,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,129.97223731842905,,,,
2583,Lotus Tower,Evening,90,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,90.19210568990188,,,,
163,Lotus Tower,Evening,45,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,37.50572020515999,,,,
1310,Lotus Tower,Night,45,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,27.393243015577507,,,,
164,Lotus Tower,Night,45,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,57.17417726,,,,
1666,Lotus Tower,Evening,150,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,155.30147643577754,,,,
1767,Lotus Tower,Night,150,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,151.1765961417231,,,,
122,Lotus Tower,Night,120,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,132.07298221775022,,,,
866,Lotus Tower,Evening,60,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,48.783715065471675,,,,
3486,Lotus Tower,Night,120,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,136.7755930036897,,,,
