Unnamed: 0,locations,stayTime,placeID,randomized_stay_time,Unnamed: 7,openHours,parking,diner,timeOfDay_Evening,timeOfDay_Morning,timeOfDay_Night,locationType_Beaches and Parks,locationType_Miscellaneous,locationType_Museums and Galleries,locationType_Religious Site,locationType_Shopping Center,"new_place_types_art_gallery,tourist_attraction,point_of_interest,establishment","new_place_types_grocery_or_supermarket,food,point_of_interest,store,establishment","new_place_types_grocery_or_supermarket,food,store,point_of_interest,establishment","new_place_types_grocery_or_supermarket,store,food,point_of_interest,establishment","new_place_types_grocery_or_supermarket,store,point_of_interest,food,establishment","new_place_types_hindu_temple,place_of_worship,point_of_interest,establishment","new_place_types_locality,political","new_place_types_park,point_of_interest,establishment","new_place_types_park,tourist_attraction,point_of_interest,establishment",new_place_types_premise,"new_place_types_shopping_mall,lodging,shoe_store,store,point_of_interest,establishment","new_place_types_shopping_mall,point_of_interest,establishment","new_place_types_shopping_mall,shoe_store,lodging,point_of_interest,store,establishment","new_place_types_shopping_mall,shoe_store,lodging,store,point_of_interest,establishment","new_place_types_shopping_mall,shoe_store,store,lodging,point_of_interest,establishment","new_place_types_tourist_attraction,museum,point_of_interest,establishment","new_place_types_tourist_attraction,place_of_worship,point_of_interest,establishment","new_place_types_tourist_attraction,point_of_interest,establishment"
2068,National Museum of Colombo,180,ChIJr7L0oW9Z4joRjaT5aD0oCtk,174.59283477164144,,,,,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
979,National Museum of Colombo,60,ChIJr7L0oW9Z4joRjaT5aD0oCtk,76.24471825588336,,,,,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
14,National Museum of Colombo,200,ChIJr7L0oW9Z4joRjaT5aD0oCtk,200.38690076574144,,,,,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1617,National Museum of Colombo,60,ChIJr7L0oW9Z4joRjaT5aD0oCtk,34.625406577260165,,,,,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2131,National Museum of Colombo,180,ChIJr7L0oW9Z4joRjaT5aD0oCtk,178.0313224460662,,,,,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
498,National Museum of Colombo,45,ChIJr7L0oW9Z4joRjaT5aD0oCtk,55.58584159500961,,,,,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1592,National Museum of Colombo,120,ChIJr7L0oW9Z4joRjaT5aD0oCtk,126.96794102894232,,,,,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1284,National Museum of Colombo,45,ChIJr7L0oW9Z4joRjaT5aD0oCtk,35.40618174034412,,,,,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3031,National Museum of Colombo,120,ChIJr7L0oW9Z4joRjaT5aD0oCtk,130.3754595651073,,,,,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
418,National Museum of Colombo,120,ChIJr7L0oW9Z4joRjaT5aD0oCtk,121.08975450699774,,,,,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1678,National Museum of Colombo,150,ChIJr7L0oW9Z4joRjaT5aD0oCtk,156.13664339250445,,,,,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2031,National Museum of Colombo,180,ChIJr7L0oW9Z4joRjaT5aD0oCtk,179.32948094410358,,,,,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1285,National Museum of Colombo,45,ChIJr7L0oW9Z4joRjaT5aD0oCtk,34.64099509355646,,,,,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3611,National Museum of Colombo,120,ChIJr7L0oW9Z4joRjaT5aD0oCtk,113.31979092158312,,,,,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3032,National Museum of Colombo,120,ChIJr7L0oW9Z4joRjaT5aD0oCtk,123.47380755058995,,,,,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3550,National Museum of Colombo,120,ChIJr7L0oW9Z4joRjaT5aD0oCtk,120.6728721537462,,,,,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1616,National Museum of Colombo,60,ChIJr7L0oW9Z4joRjaT5aD0oCtk,61.60845483422462,,,,,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3030,National Museum of Colombo,120,ChIJr7L0oW9Z4joRjaT5aD0oCtk,110.31789518839932,,,,,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3016,National Museum of Colombo,120,ChIJr7L0oW9Z4joRjaT5aD0oCtk,109.37130497773433,,,,,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1322,National Museum of Colombo,45,ChIJr7L0oW9Z4joRjaT5aD0oCtk,54.55057932532608,,,,,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1286,National Museum of Colombo,45,ChIJr7L0oW9Z4joRjaT5aD0oCtk,30.13845379506659,,,,,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2041,National Museum of Colombo,180,ChIJr7L0oW9Z4joRjaT5aD0oCtk,178.1290112287437,,,,,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3596,National Museum of Colombo,120,ChIJr7L0oW9Z4joRjaT5aD0oCtk,114.7463917774002,,,,,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1722,National Museum of Colombo,150,ChIJr7L0oW9Z4joRjaT5aD0oCtk,144.55446010085305,,,,,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1721,National Museum of Colombo,150,ChIJr7L0oW9Z4joRjaT5aD0oCtk,135.6700991200596,,,,,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2050,National Museum of Colombo,180,ChIJr7L0oW9Z4joRjaT5aD0oCtk,182.93579373097376,,,,,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1615,National Museum of Colombo,60,ChIJr7L0oW9Z4joRjaT5aD0oCtk,66.59739628272035,,,,,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2040,National Museum of Colombo,180,ChIJr7L0oW9Z4joRjaT5aD0oCtk,183.6695261561297,,,,,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
962,One Galle Face ,200,ChIJTXbn3s9b4joRxbASabb7l98,203.1459550032449,,,,,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2498,One Galle Face ,90,ChIJTXbn3s9b4joRxbASabb7l98,87.51722617270752,,,,,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
169,One Galle Face ,120,ChIJTXbn3s9b4joRxbASabb7l98,120.00458476707772,,,,,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2503,One Galle Face ,90,ChIJTXbn3s9b4joRxbASabb7l98,117.00742911696786,,,,,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
168,One Galle Face ,120,ChIJTXbn3s9b4joRxbASabb7l98,114.89523200042107,,,,,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
170,One Galle Face ,120,ChIJTXbn3s9b4joRxbASabb7l98,128.90233562872052,,,,,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2502,One Galle Face ,90,ChIJTXbn3s9b4joRxbASabb7l98,87.19421604646261,,,,,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2569,One Galle Face ,90,ChIJTXbn3s9b4joRxbASabb7l98,94.17307071491756,,,,,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
837,One Galle Face ,120,ChIJTXbn3s9b4joRxbASabb7l98,131.39287009241897,,,,,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2687,One Galle Face ,90,ChIJTXbn3s9b4joRxbASabb7l98,90.20401494805736,,,,,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2686,One Galle Face ,90,ChIJTXbn3s9b4joRxbASabb7l98,70.75986059123485,,,,,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1,One Galle Face ,120,ChIJTXbn3s9b4joRxbASabb7l98,127.89849029884596,,,,,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
973,One Galle Face ,45,ChIJTXbn3s9b4joRxbASabb7l98,32.70274643782241,,,,,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2680,One Galle Face ,90,ChIJTXbn3s9b4joRxbASabb7l98,92.48428430169024,,,,,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
211,One Galle Face ,120,ChIJTXbn3s9b4joRxbASabb7l98,109.15571621130016,,,,,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
210,One Galle Face ,45,ChIJTXbn3s9b4joRxbASabb7l98,43.78307726973711,,,,,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3382,One Galle Face ,120,ChIJTXbn3s9b4joRxbASabb7l98,112.48788101680348,,,,,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
972,One Galle Face ,60,ChIJTXbn3s9b4joRxbASabb7l98,50.166528555621454,,,,,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2672,One Galle Face ,90,ChIJTXbn3s9b4joRxbASabb7l98,81.10505628129879,,,,,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2497,One Galle Face ,90,ChIJTXbn3s9b4joRxbASabb7l98,81.33057714203532,,,,,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2,One Galle Face ,200,ChIJTXbn3s9b4joRxbASabb7l98,209.85725151198528,,,,,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3390,One Galle Face ,120,ChIJTXbn3s9b4joRxbASabb7l98,114.70078254325468,,,,,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3396,One Galle Face ,120,ChIJTXbn3s9b4joRxbASabb7l98,125.96033269636432,,,,,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3397,One Galle Face ,120,ChIJTXbn3s9b4joRxbASabb7l98,121.16417254721676,,,,,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3404,One Galle Face ,120,ChIJTXbn3s9b4joRxbASabb7l98,121.16724944354408,,,,,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3405,One Galle Face ,120,ChIJTXbn3s9b4joRxbASabb7l98,119.9417111128066,,,,,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3419,One Galle Face ,120,ChIJTXbn3s9b4joRxbASabb7l98,107.23256929731456,,,,,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
836,One Galle Face ,60,ChIJTXbn3s9b4joRxbASabb7l98,68.84947081,,,,,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3428,One Galle Face ,120,ChIJTXbn3s9b4joRxbASabb7l98,116.19643543573744,,,,,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3449,One Galle Face ,120,ChIJTXbn3s9b4joRxbASabb7l98,113.22637377851224,,,,,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2636,One Galle Face ,90,ChIJTXbn3s9b4joRxbASabb7l98,99.14579457051522,,,,,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1651,One Galle Face ,150,ChIJTXbn3s9b4joRxbASabb7l98,162.4220684215445,,,,,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3509,One Galle Face ,120,ChIJTXbn3s9b4joRxbASabb7l98,114.21396593970162,,,,,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3510,One Galle Face ,120,ChIJTXbn3s9b4joRxbASabb7l98,120.80563994422997,,,,,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
942,One Galle Face ,45,ChIJTXbn3s9b4joRxbASabb7l98,39.32141442127233,,,,,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
44,One Galle Face ,60,ChIJTXbn3s9b4joRxbASabb7l98,65.75607506336127,,,,,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2595,One Galle Face ,90,ChIJTXbn3s9b4joRxbASabb7l98,67.40244030778446,,,,,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2594,One Galle Face ,90,ChIJTXbn3s9b4joRxbASabb7l98,94.74547396408391,,,,,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2593,One Galle Face ,90,ChIJTXbn3s9b4joRxbASabb7l98,85.21231761929053,,,,,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3560,One Galle Face ,120,ChIJTXbn3s9b4joRxbASabb7l98,126.51646123359136,,,,,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3559,One Galle Face ,120,ChIJTXbn3s9b4joRxbASabb7l98,113.88524839610686,,,,,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
917,One Galle Face ,120,ChIJTXbn3s9b4joRxbASabb7l98,114.446368012131,,,,,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
889,One Galle Face ,60,ChIJTXbn3s9b4joRxbASabb7l98,66.26669073279952,,,,,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
890,One Galle Face ,60,ChIJTXbn3s9b4joRxbASabb7l98,57.540843727163534,,,,,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3519,One Galle Face ,120,ChIJTXbn3s9b4joRxbASabb7l98,125.43899290268922,,,,,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3558,One Galle Face ,120,ChIJTXbn3s9b4joRxbASabb7l98,111.52871337506798,,,,,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
891,One Galle Face ,60,ChIJTXbn3s9b4joRxbASabb7l98,53.98663129643745,,,,,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3547,One Galle Face ,120,ChIJTXbn3s9b4joRxbASabb7l98,112.76581904913203,,,,,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
916,One Galle Face ,60,ChIJTXbn3s9b4joRxbASabb7l98,65.91839838880848,,,,,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3542,One Galle Face ,120,ChIJTXbn3s9b4joRxbASabb7l98,116.82466483274806,,,,,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
86,One Galle Face ,200,ChIJTXbn3s9b4joRxbASabb7l98,211.65012780341377,,,,,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
85,One Galle Face ,200,ChIJTXbn3s9b4joRxbASabb7l98,188.3962159113622,,,,,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
84,One Galle Face ,120,ChIJTXbn3s9b4joRxbASabb7l98,136.5408099554471,,,,,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3500,One Galle Face ,120,ChIJTXbn3s9b4joRxbASabb7l98,139.29026957504698,,,,,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
872,One Galle Face ,120,ChIJTXbn3s9b4joRxbASabb7l98,106.19802828809524,,,,,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
871,One Galle Face ,45,ChIJTXbn3s9b4joRxbASabb7l98,32.584917186163175,,,,,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3578,One Galle Face ,120,ChIJTXbn3s9b4joRxbASabb7l98,112.5826146915917,,,,,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2644,One Galle Face ,90,ChIJTXbn3s9b4joRxbASabb7l98,82.52007466197973,,,,,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2643,One Galle Face ,90,ChIJTXbn3s9b4joRxbASabb7l98,85.04696741214215,,,,,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
961,One Galle Face ,45,ChIJTXbn3s9b4joRxbASabb7l98,35.748788407166835,,,,,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3605,One Galle Face ,120,ChIJTXbn3s9b4joRxbASabb7l98,127.8625270768701,,,,,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3604,One Galle Face ,120,ChIJTXbn3s9b4joRxbASabb7l98,123.95919103902938,,,,,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2530,One Galle Face ,90,ChIJTXbn3s9b4joRxbASabb7l98,87.24520749740014,,,,,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3463,One Galle Face ,120,ChIJTXbn3s9b4joRxbASabb7l98,119.04041108406108,,,,,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3471,One Galle Face ,120,ChIJTXbn3s9b4joRxbASabb7l98,139.2576257062363,,,,,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3581,One Galle Face ,120,ChIJTXbn3s9b4joRxbASabb7l98,116.68663909390985,,,,,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2531,One Galle Face ,90,ChIJTXbn3s9b4joRxbASabb7l98,95.92777535027474,,,,,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3453,One Galle Face ,120,ChIJTXbn3s9b4joRxbASabb7l98,114.8093102728732,,,,,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2532,One Galle Face ,90,ChIJTXbn3s9b4joRxbASabb7l98,74.93302766515757,,,,,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
944,One Galle Face ,45,ChIJTXbn3s9b4joRxbASabb7l98,20.090850162584218,,,,,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
943,One Galle Face ,120,ChIJTXbn3s9b4joRxbASabb7l98,110.89026855278746,,,,,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
42,One Galle Face ,60,ChIJTXbn3s9b4joRxbASabb7l98,71.79043881994274,,,,,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
43,One Galle Face ,60,ChIJTXbn3s9b4joRxbASabb7l98,57.45899990335193,,,,,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
128,One Galle Face ,60,ChIJTXbn3s9b4joRxbASabb7l98,68.84144901759106,,,,,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
127,One Galle Face ,120,ChIJTXbn3s9b4joRxbASabb7l98,112.47084048366438,,,,,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
870,One Galle Face ,45,ChIJTXbn3s9b4joRxbASabb7l98,42.79215906146408,,,,,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2608,One Galle Face ,90,ChIJTXbn3s9b4joRxbASabb7l98,92.37301680820669,,,,,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
126,One Galle Face ,120,ChIJTXbn3s9b4joRxbASabb7l98,129.66791931957806,,,,,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3491,One Galle Face ,120,ChIJTXbn3s9b4joRxbASabb7l98,108.94280552688066,,,,,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2625,One Galle Face ,90,ChIJTXbn3s9b4joRxbASabb7l98,75.64241442818323,,,,,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
552,One Galle Face ,120,ChIJTXbn3s9b4joRxbASabb7l98,137.26218434848906,,,,,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2753,One Galle Face ,90,ChIJTXbn3s9b4joRxbASabb7l98,111.63843917519873,,,,,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2694,One Galle Face ,90,ChIJTXbn3s9b4joRxbASabb7l98,104.107034385694,,,,,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2894,One Galle Face ,90,ChIJTXbn3s9b4joRxbASabb7l98,74.81713704524589,,,,,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
439,One Galle Face ,200,ChIJTXbn3s9b4joRxbASabb7l98,195.59230687886424,,,,,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
649,One Galle Face ,45,ChIJTXbn3s9b4joRxbASabb7l98,24.471002828658825,,,,,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
650,One Galle Face ,120,ChIJTXbn3s9b4joRxbASabb7l98,117.3686625703638,,,,,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3097,One Galle Face ,120,ChIJTXbn3s9b4joRxbASabb7l98,130.7249352200039,,,,,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3100,One Galle Face ,120,ChIJTXbn3s9b4joRxbASabb7l98,111.19539739239175,,,,,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3101,One Galle Face ,120,ChIJTXbn3s9b4joRxbASabb7l98,123.22418563793056,,,,,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3110,One Galle Face ,120,ChIJTXbn3s9b4joRxbASabb7l98,125.50039711595755,,,,,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
423,One Galle Face ,60,ChIJTXbn3s9b4joRxbASabb7l98,56.35043356245349,,,,,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2871,One Galle Face ,90,ChIJTXbn3s9b4joRxbASabb7l98,84.55098707,,,,,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
422,One Galle Face ,60,ChIJTXbn3s9b4joRxbASabb7l98,37.20757697371175,,,,,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3114,One Galle Face ,120,ChIJTXbn3s9b4joRxbASabb7l98,112.66172056785972,,,,,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3115,One Galle Face ,120,ChIJTXbn3s9b4joRxbASabb7l98,127.95268839791775,,,,,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
440,One Galle Face ,200,ChIJTXbn3s9b4joRxbASabb7l98,222.94668860492536,,,,,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3116,One Galle Face ,120,ChIJTXbn3s9b4joRxbASabb7l98,125.46917622477338,,,,,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
417,One Galle Face ,120,ChIJTXbn3s9b4joRxbASabb7l98,119.23563230539708,,,,,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
416,One Galle Face ,60,ChIJTXbn3s9b4joRxbASabb7l98,61.78947630275984,,,,,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
678,One Galle Face ,60,ChIJTXbn3s9b4joRxbASabb7l98,47.906973839035714,,,,,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
679,One Galle Face ,60,ChIJTXbn3s9b4joRxbASabb7l98,74.59387128817929,,,,,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2850,One Galle Face ,90,ChIJTXbn3s9b4joRxbASabb7l98,86.79321976940356,,,,,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
