Unnamed: 0,locations,stayTime,locationType,placeID,randomized_stay_time,"new_place_types_art_gallery,tourist_attraction,point_of_interest,establishment","new_place_types_grocery_or_supermarket,food,point_of_interest,store,establishment","new_place_types_grocery_or_supermarket,food,store,point_of_interest,establishment","new_place_types_grocery_or_supermarket,store,food,point_of_interest,establishment","new_place_types_grocery_or_supermarket,store,point_of_interest,food,establishment","new_place_types_hindu_temple,place_of_worship,point_of_interest,establishment","new_place_types_locality,political","new_place_types_park,point_of_interest,establishment","new_place_types_park,tourist_attraction,point_of_interest,establishment",new_place_types_premise,"new_place_types_shopping_mall,lodging,shoe_store,store,point_of_interest,establishment","new_place_types_shopping_mall,point_of_interest,establishment","new_place_types_shopping_mall,shoe_store,lodging,point_of_interest,store,establishment","new_place_types_shopping_mall,shoe_store,lodging,store,point_of_interest,establishment","new_place_types_shopping_mall,shoe_store,store,lodging,point_of_interest,establishment","new_place_types_tourist_attraction,museum,point_of_interest,establishment","new_place_types_tourist_attraction,place_of_worship,point_of_interest,establishment","new_place_types_tourist_attraction,point_of_interest,establishment",timeOfDay_Evening,timeOfDay_Morning,timeOfDay_Night
121,Lotus Tower,60,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,55.27783433,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
1665,Lotus Tower,150,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,139.6233707,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
865,Lotus Tower,60,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,62.61847767,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2996,Lotus Tower,120,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,121.0423568,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
120,Lotus Tower,45,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,39.69993872,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2660,Lotus Tower,90,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,88.54626459,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
3009,Lotus Tower,120,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,116.7320814,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1552,Lotus Tower,120,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,125.5511367,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
3010,Lotus Tower,120,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,105.7312924,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2615,Lotus Tower,90,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,101.9045151,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
513,Lotus Tower,45,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,38.6004262,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2582,Lotus Tower,90,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,107.2831915,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1732,Lotus Tower,150,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,138.9158568,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2978,Lotus Tower,120,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,93.51749812,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
1269,Lotus Tower,60,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,69.8295238,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
483,Lotus Tower,45,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,38.54406494,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
1075,Lotus Tower,60,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,57.91655784,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2918,Lotus Tower,90,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,87.77966405,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2919,Lotus Tower,90,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,97.47198589,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1074,Lotus Tower,60,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,69.45585161,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
987,Lotus Tower,60,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,72.29500078,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1268,Lotus Tower,60,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,66.7717218,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2962,Lotus Tower,120,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,122.977201,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2961,Lotus Tower,120,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,118.8280991,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1037,Lotus Tower,60,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,44.02901232,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
1038,Lotus Tower,60,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,53.3557822,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1267,Lotus Tower,60,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,51.61760677,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1573,Lotus Tower,200,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,206.6595412,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2170,Lotus Tower,180,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,179.9106781,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2184,Lotus Tower,180,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,161.7616336,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2371,Lotus Tower,90,Miscellaneous,ChIJiZ1zLxFZ4joRAdmjKdiEMjU,75.76643374,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
712,National Art Gallery,60,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,52.1049315,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
586,National Art Gallery,60,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,41.99139632,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2453,National Art Gallery,90,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,98.11201607,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2452,National Art Gallery,90,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,92.96328289,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1407,National Art Gallery,45,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,31.73184538,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1696,National Art Gallery,150,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,157.7769078,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
999,National Art Gallery,45,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,42.55426792,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
587,National Art Gallery,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,116.0768298,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1659,National Art Gallery,150,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,153.0244413,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2991,National Art Gallery,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,100.7157466,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1430,National Art Gallery,60,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,51.89653754,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1295,National Art Gallery,45,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,57.99196082,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3184,National Art Gallery,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,124.3181256,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2989,National Art Gallery,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,105.2287494,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
588,National Art Gallery,60,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,54.83993603,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1294,National Art Gallery,45,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,42.53451113,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3185,National Art Gallery,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,119.5458497,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2262,National Art Gallery,90,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,80.95850502,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2990,National Art Gallery,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,128.0798865,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1429,National Art Gallery,60,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,46.44276667,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1293,National Art Gallery,45,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,40.50638089,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1977,National Art Gallery,180,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,168.3228867,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3183,National Art Gallery,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,111.1092212,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3163,National Art Gallery,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,112.2341249,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3162,National Art Gallery,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,117.7424051,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2805,National Art Gallery,90,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,92.67169792,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
711,National Art Gallery,60,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,67.27112224,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
403,National Art Gallery,45,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,53.85899849,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2820,National Art Gallery,90,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,93.92083636,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2475,National Art Gallery,90,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,101.4421529,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2474,National Art Gallery,90,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,101.6873023,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2053,National Art Gallery,180,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,178.2712887,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
503,National Art Gallery,45,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,53.85379289,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3090,National Art Gallery,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,127.5100074,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
639,National Art Gallery,60,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,50.91665135,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
638,National Art Gallery,60,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,67.05763247,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2473,National Art Gallery,90,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,87.30164942,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
637,National Art Gallery,60,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,38.7409925,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
662,National Art Gallery,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,126.1792473,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2088,National Art Gallery,180,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,175.4367928,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2086,National Art Gallery,180,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,184.3684073,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2912,National Art Gallery,90,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,97.34207158,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1257,National Art Gallery,60,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,54.64284602,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2069,National Art Gallery,180,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,175.9816882,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1256,National Art Gallery,45,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,57.66159838,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1325,National Art Gallery,45,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,20.86626619,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
21,National Art Gallery,200,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,221.6397539,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2911,National Art Gallery,90,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,86.63021125,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2910,National Art Gallery,90,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,96.85157426,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2087,National Art Gallery,180,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,181.8070848,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1364,National Art Gallery,45,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,28.51727766,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
663,National Art Gallery,45,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,45.59749885,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2169,National Art Gallery,180,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,179.6502168,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2821,National Art Gallery,90,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,87.83452259,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3622,National Art Gallery,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,130.6931184,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
401,National Art Gallery,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,128.6842138,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2518,National Art Gallery,90,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,90.06052364,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1389,National Art Gallery,60,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,50.96245779,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2017,National Art Gallery,180,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,176.3671577,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3005,National Art Gallery,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,117.8611096,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
402,National Art Gallery,60,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,79.62826664,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2517,National Art Gallery,90,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,82.04259098,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2516,National Art Gallery,90,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,104.2893433,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3621,National Art Gallery,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,115.4448571,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3620,National Art Gallery,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,120.543065,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2102,National Art Gallery,180,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,172.5574404,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2865,National Art Gallery,90,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,99.82847281,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2866,National Art Gallery,90,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,90.42629888,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
23,National Art Gallery,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,114.7406651,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
22,National Art Gallery,200,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,193.2812369,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1680,National Art Gallery,150,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,141.2160304,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1679,National Art Gallery,150,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,149.0012304,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1366,National Art Gallery,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,121.1526305,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1365,National Art Gallery,200,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,188.7985081,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
710,National Art Gallery,60,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,56.96170671,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3576,National Art Gallery,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,95.33461909,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2972,National Art Gallery,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,109.4222777,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
233,National Art Gallery,45,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,43.80346807,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
854,National Art Gallery,60,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,63.51657074,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2700,National Art Gallery,90,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,79.10375392,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
855,National Art Gallery,45,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,45.56266855,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1736,National Art Gallery,150,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,157.2942266,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
149,National Art Gallery,60,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,54.18197524,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2721,National Art Gallery,90,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,84.52252099,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2722,National Art Gallery,90,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,95.1301712,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
148,National Art Gallery,60,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,47.02400801,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
853,National Art Gallery,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,110.9201322,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
147,National Art Gallery,60,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,54.02097467,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1888,National Art Gallery,150,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,146.0545205,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1132,National Art Gallery,45,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,52.8709985,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1788,National Art Gallery,150,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,152.9146641,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
931,National Art Gallery,45,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,38.92222107,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1068,National Art Gallery,45,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,22.08968602,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1133,National Art Gallery,60,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,61.36085972,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2667,National Art Gallery,90,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,92.05282674,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3478,National Art Gallery,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,112.7558344,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
930,National Art Gallery,45,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,49.47922374,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1805,National Art Gallery,150,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,165.0546688,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1806,National Art Gallery,150,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,154.2026911,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1807,National Art Gallery,150,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,149.0765892,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2655,National Art Gallery,90,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,81.68478603,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3410,National Art Gallery,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,136.724707,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3377,National Art Gallery,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,121.0125783,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
191,National Art Gallery,45,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,26.92988087,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
190,National Art Gallery,60,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,59.96696485,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3366,National Art Gallery,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,129.5613005,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
